Destination Port, Flow Duration, Total Fwd Packets, Total Length of Fwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Bwd Packet Length Max, Bwd Packet Length Min, Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Min, Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min, Fwd PSH Flags, Fwd URG Flags, Fwd Header Length, Bwd Header Length, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Variance, FIN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, Down/Up Ratio, Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward, Active Mean, Active Std, Active Max, Active Min, Idle Std, Label
80,6910,6,370,370,0,61.6667,1194,0,248915,1591.9,691,1687.99,5719,1,1382,2193.07,13,6280,1570,2399.5,5719,24,0,0,200,168,723.589,0,1194,156.364,119812,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,8810,6,366,366,0,61,1192,0,194552,1248.58,881,2404.5,8083,1,1762,3173.19,11,8590,2147.5,3431.43,8083,20,0,0,200,168,567.537,0,1192,155.818,119280,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,11611,6,301,301,0,50.1667,1196,0,142365,947.378,1161.1,3024.86,10152,2,2322.2,3960.53,11,10223,2555.75,4385.7,10152,21,0,0,200,168,430.626,0,1196,150.273,117905,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,11079,6,356,356,0,59.3333,1204,0,154888,902.609,1231,2867.92,9267,2,2215.8,3564.77,13,11060,3686.67,4009.25,9267,27,0,0,188,136,361.043,0,1204,171.6,130622,1,1,3,8,0,0.666667,32120,249,1,20,0,0,0,0,0,PortScan
80,11406,6,327,327,0,54.5,1200,0,147554,876.732,1267.33,2754.11,8855,2,2281.2,3378.93,14,11385,3795,3718.45,8855,25,0,0,188,136,350.693,0,1200,168.3,128802,1,1,3,8,0,0.666667,32120,249,1,20,0,0,0,0,0,PortScan
80,11779,6,316,316,0,52.6667,1198,0,141778,933.865,1177.9,3052.68,10280,2,2355.8,3991.48,13,10633,2658.25,4401.81,10280,23,0,0,200,168,424.484,0,1198,151.818,118715,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,12530,6,294,294,0,49,1194,0,131205,877.893,1253,3270.79,11026,2,2506,4283.34,8,11602,2900.5,4695.48,11026,22,0,0,200,168,399.042,0,1194,149.455,117337,1,1,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,12303,6,281,281,0,46.8333,1200,0,133057,894.091,1230.3,3169,10708,2,2460.6,4143.93,11,11476,2869,4526.99,10708,172,0,0,200,168,406.405,0,1200,148.818,118153,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,9331,6,356,356,0,59.3333,1204,0,183903,1071.7,1036.78,2785.65,8913,2,1866.2,3532.93,14,9314,3104.67,4109.58,8913,26,0,0,188,136,428.679,0,1204,171.6,130622,1,1,3,8,0,0.666667,32120,249,1,20,0,0,0,0,0,PortScan
80,15038,6,368,368,0,61.3333,1196,0,114377,731.48,1503.8,3505.55,11860,2,2650,4640.44,12,15033,3758.25,4838.09,11860,45,0,0,200,168,332.491,0,1196,156.364,120112,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,10181,6,301,301,0,50.1667,1196,0,162361,982.222,1131.22,1814.73,5886,3,2036.2,2033.77,12,10159,3386.33,1991.4,5886,1013,0,0,188,136,392.889,0,1196,165.3,127211,1,1,3,8,0,0.666667,32120,249,1,20,0,0,0,0,0,PortScan
80,10807,6,376,376,0,62.6667,1202,0,160452,1017.86,1080.7,2832.34,9529,2,2161.4,3712.67,13,10648,2662,3986.41,9529,30,0,0,200,168,462.663,0,1202,157.636,121561,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,11353,6,309,309,0,51.5,1208,0,147362,968.907,1135.3,2680.89,9043,2,2270.6,3445.73,14,10730,2682.5,3729.88,9043,28,0,0,200,168,440.412,0,1208,152.091,120421,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,11252,6,359,359,0,59.8333,1208,0,153128,977.604,1125.2,2866.91,9652,1,2250.4,3738.83,14,11003,2750.75,4017.71,9652,29,0,0,200,168,444.365,0,1208,156.636,122054,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,11160,6,327,327,0,54.5,1214,0,152061,896.057,1240,3051.36,9828,2,2232,3823.82,14,11141,3713.67,4353.64,9828,30,0,0,188,136,358.423,0,1214,169.7,131708,1,1,3,8,0,0.666667,32120,249,1,20,0,0,0,0,0,PortScan
80,12287,6,335,335,0,55.8333,1202,0,137788,895.255,1228.7,3287.55,11042,2,2457.4,4323.96,14,11165,2791.25,4763.58,11042,30,0,0,200,168,406.934,0,1202,153.909,120072,1,1,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,11131,6,295,295,0,49.1667,1194,0,147785,898.392,1236.78,2778,8886,2,2226.2,3428.27,12,11115,3705,3770.17,8886,24,0,0,188,136,359.357,0,1194,164.5,126639,1,1,3,8,0,0.666667,32120,249,1,20,0,0,0,0,0,PortScan
80,7331,6,354,354,0,59,1210,0,234620,1500.48,733.1,1707.98,5801,3,1466.2,2200.83,12,6911,1727.75,2369.65,5801,33,0,0,200,168,682.035,0,1210,156.364,122255,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,12551,6,294,294,0,49,1194,0,130986,796.749,1394.56,3784.56,12096,2,2510.2,4805.57,12,12534,4178,5601.16,12096,23,0,0,188,136,318.7,0,1194,164.4,126613,1,1,3,8,0,0.666667,32120,249,1,20,0,0,0,0,0,PortScan
80,7782,6,309,309,0,51.5,1208,0,214983,1413.52,778.2,2210.25,7404,2,1556.4,2933.99,14,7482,1870.5,3194.77,7404,19,0,0,200,168,642.508,0,1208,152.091,120421,1,1,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,9716,6,376,376,0,62.6667,1202,0,178468,1132.15,971.6,2634.81,8845,2,1943.2,3475.08,11,8920,2230,3819.17,8845,22,0,0,200,168,514.615,0,1202,157.636,121561,1,1,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,7167,6,359,359,0,59.8333,1208,0,240407,1534.81,716.7,2011.61,6744,2,1433.4,2667.73,12,6817,1704.25,2909.7,6744,21,0,0,200,168,697.642,0,1208,156.636,122054,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,8514,6,327,327,0,54.5,1214,0,199319,1291.99,851.4,2296.41,7710,2,1702.8,3023.43,14,7775,1943.75,3329.15,7710,17,0,0,200,168,587.268,0,1214,154.273,122115,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,7476,6,338,338,0,56.3333,1210,0,227929,1471.38,747.6,1931.44,6491,2,1495.2,2526.16,14,6601,1650.25,2794.86,6491,18,0,0,200,168,668.807,0,1210,154.909,121701,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,9124,6,335,335,0,55.8333,1202,0,185555,1205.61,912.4,2387.3,8020,2,1824.8,3130.26,13,8122,2030.5,3458.06,8020,23,0,0,200,168,548.005,0,1202,153.909,120072,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,9540,6,356,356,0,59.3333,1192,0,178616,1153.04,954,2480.36,8360,2,1908,3248.59,15,8726,2181.5,3568.71,8360,33,0,0,200,168,524.109,0,1192,154.909,118906,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,10297,6,341,341,0,56.8333,1198,0,164611,1068.27,1029.7,2949.31,9873,2,2059.4,3918.88,13,9961,2490.25,4262.44,9873,22,0,0,200,168,485.578,0,1198,154.091,119512,1,1,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,12884,6,359,359,0,59.8333,1210,0,133887,853.772,1288.4,3767.11,12589,2,2576.8,5016.88,13,12804,3201,5420.46,12589,24,0,0,200,168,388.078,0,1210,156.818,122437,1,1,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,14094,6,340,340,0,56.6667,1204,0,120619,709.522,1566,4301.08,13730,1,2818.8,5464.6,13,14076,4692,6392,13730,23,0,0,188,136,283.809,0,1204,170,130055,1,1,3,8,0,0.666667,32120,249,1,20,0,0,0,0,0,PortScan
80,14969,6,382,382,0,63.6667,1196,0,115839,668.047,1663.22,4475.53,14316,2,2993.8,5670.79,15,14949,4983,6603.6,14316,29,0,0,188,136,267.219,0,1196,173.4,130000,1,1,3,8,0,0.666667,32120,249,1,20,0,0,0,0,0,PortScan
80,11702,6,348,348,0,58,1204,0,145958,854.555,1300.22,3338.72,10730,3,2340.4,4209.26,25,11678,3892.67,4847.69,10730,40,0,0,188,136,341.822,0,1204,170.8,130333,1,1,3,8,0,0.666667,32120,249,1,20,0,0,0,0,0,PortScan
80,16120,6,299,299,0,49.8333,1198,0,102543,682.382,1612,4734.9,15816,1,3224,6307.3,11,15951,3987.75,6829.09,15816,24,0,0,200,168,310.174,0,1198,150.273,118231,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,6147,6,342,342,0,57,1206,0,277208,1789.49,614.7,1321.49,4229,2,1229.4,1667.09,15,4309,1077.25,1819.67,4229,20,0,0,200,168,813.405,0,1206,154.909,121070,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,8144,6,301,301,0,50.1667,1190,0,202235,1350.69,814.4,1664.65,4996,2,1628.8,2066.89,14,5076,1269,2151.79,4996,20,0,0,200,168,613.949,0,1190,149.727,116767,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,8443,6,359,359,0,59.8333,1210,0,204311,1302.85,844.3,2171.93,7289,2,1688.6,2837.98,13,7356,1839,3146.56,7289,21,0,0,200,168,592.207,0,1210,156.818,122437,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,8357,6,292,292,0,48.6667,1194,0,196482,1316.26,835.7,2108.14,7068,2,1671.4,2746.08,13,7141,1785.25,3050,7068,22,0,0,200,168,598.301,0,1194,149.273,117285,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,17850,6,340,340,0,56.6667,1192,0,94565.8,616.247,1785,4735.91,15894,2,3570,6211.28,14,15966,3991.5,6871.91,15894,19,0,0,200,168,280.112,0,1192,153.455,118343,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,10753,6,283,283,0,47.1667,1192,0,151679,1022.97,1075.3,2465.49,8106,2,2150.6,3145.28,13,8170,2042.5,3500.77,8106,16,0,0,200,168,464.987,0,1192,148.273,116678,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,14612,6,354,354,0,59,1204,0,117301,752.806,1461.2,3142.71,10057,2,2922.4,3948.35,14,10253,2563.25,4326.78,10057,23,0,0,200,168,342.185,0,1204,155.818,121109,1,1,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,12592,6,342,342,0,57,1206,0,135324,794.155,1399.11,3356.01,10816,1,2518.4,4187.4,12,12571,4190.33,4736.72,10816,23,0,0,188,136,317.662,0,1206,170.4,130537,1,1,3,8,0,0.666667,32120,249,1,20,0,0,0,0,0,PortScan
80,14657,6,299,299,0,49.8333,1198,0,112779,750.495,1465.7,3447.42,11419,2,2931.4,4425.97,12,11501,2875.25,4932.74,11419,23,0,0,200,168,341.134,0,1198,150.273,118231,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,13309,6,300,300,0,50,1188,0,123525,826.508,1330.9,3229.97,10901,2,2661.8,4173.15,15,12632,3158,4520.89,10901,25,0,0,200,168,375.686,0,1188,149.455,116362,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,17322,6,348,348,0,58,1204,0,98602.9,635.031,1732.2,3794.5,12180,2,3464.4,4787.32,14,12254,3063.5,5263.41,12180,20,0,0,200,168,288.65,0,1204,155.273,120895,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,12434,6,351,351,0,58.5,1202,0,137446,884.671,1243.4,3254.13,10961,2,2486.8,4263.19,14,12070,3017.5,4605.46,10961,22,0,0,200,168,402.123,0,1202,155.364,120620,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,13602,6,301,301,0,50.1667,1190,0,121085,808.705,1360.2,3768.63,12647,2,2720.4,4981.58,12,12849,3212.25,5447.43,12647,23,0,0,200,168,367.593,0,1190,149.727,116767,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,10286,6,315,315,0,52.5,1194,0,161870,1069.41,1028.6,2645.39,8876,2,2057.2,3457.26,13,8948,2237,3833.03,8876,20,0,0,200,168,486.098,0,1194,151.364,117925,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,11692,6,369,369,0,61.5,1200,0,147537,940.814,1169.2,2823.94,9417,2,2338.4,3650.91,14,9511,2377.75,4064.11,9417,27,0,0,200,168,427.643,0,1200,156.818,120908,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,18366,6,300,300,0,50,1188,0,89513.2,544.484,2040.67,3690.3,9347,2,3673.2,4322.26,12,18334,6111.33,4336.85,9797,23,0,0,188,136,217.794,0,1188,164.4,125541,1,1,3,8,0,0.666667,32120,249,1,20,0,0,0,0,0,PortScan
80,22627,6,309,309,0,51.5,1210,0,74026.6,486.145,2262.7,5670.23,18973,2,4525.4,7365.98,12,19054,4763.5,8203.86,18973,23,0,0,200,168,220.975,0,1210,152.273,120805,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,21381,6,315,315,0,52.5,1194,0,77872.9,514.475,2138.1,5293.39,17686,1,4276.2,6859.12,10,17755,4438.75,7648.3,17686,20,0,0,200,168,233.852,0,1194,151.364,117925,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,8136,6,309,309,0,51.5,1210,0,205875,1352.02,813.6,1668.93,5041,2,1627.2,2073.55,16,5118,1279.5,2171.7,5041,24,0,0,200,168,614.553,0,1210,152.273,120805,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,23293,6,350,350,0,58.3333,1198,0,73155,472.245,2329.3,4726.1,13647,2,4658.6,5827.43,15,13728,3432,5897.63,13647,23,0,0,200,168,214.657,0,1198,154.909,119825,1,1,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,37470,6,351,351,0,58.5,1202,0,45609.8,293.568,3747,6944.34,21531,2,7494,8286.86,13,25456,6364,8896.29,21531,23,0,0,200,168,133.44,0,1202,155.364,120620,1,1,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,6141,6,350,350,0,58.3333,1198,0,277479,1628.4,682.333,1347.11,4172,2,1228.2,1627.4,14,6116,2038.67,1768.93,4331,25,0,0,188,136,651.36,0,1198,170.4,129168,1,1,3,8,0,0.666667,32120,249,1,20,0,0,0,0,0,PortScan
80,42040,6,354,354,0,59,1204,0,40770.7,261.656,4204,10418,34864,2,8408,13493.3,14,41753,10438.2,14374.2,34864,23,0,0,200,168,118.934,0,1204,155.818,121109,1,1,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,8361,6,345,345,0,57.5,1188,0,202009,1315.63,836.1,1718.93,5703,2,1672.2,2278.13,15,2651,662.75,753.915,1949,26,0,0,200,168,598.015,0,1188,153.545,117761,1,1,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,38009,6,350,350,0,58.3333,1206,0,45042,289.405,3800.9,8347.7,26767,2,7601.8,10520.5,12,26831,6707.75,11581.2,26767,19,0,0,200,168,131.548,0,1206,155.636,121348,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,30228,6,369,369,0,61.5,1200,0,57066.3,363.901,3022.8,5711.79,18210,2,6045.6,6870.13,10,21546,5386.5,7522.83,18210,19,0,0,200,168,165.41,0,1200,156.818,120908,1,1,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,4551,6,369,369,0,61.5,1206,0,380356,2417.05,455.1,1026.76,3380,2,910.2,1313.09,15,1166,291.5,461.026,1090,20,0,0,200,168,1098.66,0,1206,157.364,122049,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,8966,6,304,304,0,50.6667,1200,0,185144,1226.86,896.6,1775.25,4664,2,1793.2,2181.18,14,4742,1185.5,2008.32,4664,21,0,0,200,168,557.662,0,1200,150.909,118749,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,5556,6,345,345,0,57.5,1188,0,303996,1979.84,555.6,1138.29,3583,2,1111.2,1447.13,11,5428,1357,1473.2,3583,21,0,0,200,168,899.928,0,1188,153.545,117761,1,1,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,14331,6,336,336,0,56,1204,0,118345,697.788,1592.33,4355.86,13911,2,2866.2,5531.94,16,14313,4771,6464.48,13911,29,0,0,188,136,279.115,0,1204,169.6,129921,1,1,3,8,0,0.666667,32120,249,1,20,0,0,0,0,0,PortScan
80,10314,6,350,350,0,58.3333,1206,0,165988,1066.51,1031.4,2907.51,9743,1,2062.8,3853.99,10,9813,2453.25,4208.74,9743,19,0,0,200,168,484.778,0,1206,155.636,121348,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,11199,6,373,373,0,62.1667,1200,0,154389,982.231,1119.9,3074.96,10317,2,2239.8,4056.79,13,10385,2596.25,4457.58,10317,22,0,0,200,168,446.468,0,1200,157.182,121063,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,11604,6,282,282,0,47,1202,0,141331,947.949,1160.4,2895.34,9688,2,2320.8,3759.9,11,9746,2436.5,4186.66,9688,16,0,0,200,168,430.886,0,1202,149.091,118560,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,8258,6,304,304,0,50.6667,1200,0,201017,1332.04,825.8,2315.72,7768,1,1651.6,3069.04,10,8122,2030.5,3314.59,7768,20,0,0,200,168,605.474,0,1200,150.909,118749,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,8860,6,369,369,0,61.5,1206,0,195372,1241.54,886,2188.07,7320,2,1772,2840.53,12,7392,1848,3159.26,7320,22,0,0,200,168,564.334,0,1206,157.364,122049,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,10272,6,329,329,0,54.8333,1204,0,164428,1070.87,1027.2,2957.17,9895,2,2054.4,3932.5,13,9972,2493,4273.55,9895,22,0,0,200,168,486.76,0,1204,153.545,120260,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,12045,6,336,336,0,56,1204,0,140805,830.22,1338.33,3652.98,11669,2,2409,4640.07,14,12026,4008.67,5418.12,11669,25,0,0,188,136,332.088,0,1204,169.6,129921,1,1,3,8,0,0.666667,32120,249,1,20,0,0,0,0,0,PortScan
80,13002,6,348,348,0,58,1198,0,130903,846.024,1300.2,2740.37,9231,2,2600.4,3424.94,14,11324,2831,3781.17,9231,32,0,0,200,168,384.556,0,1198,154.727,119754,1,1,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,14982,6,282,282,0,47,1202,0,109465,667.468,1664.67,3540.04,11294,2,2996.4,4321.89,11,14961,4987,4698.6,11294,22,0,0,188,136,266.987,0,1202,164,127970,1,1,3,8,0,0.666667,32120,249,1,20,0,0,0,0,0,PortScan
80,16621,6,373,373,0,62.1667,1200,0,104025,661.813,1662.1,4748.47,15903,2,3265,6328.63,17,16614,4153.5,6787.91,15903,29,0,0,200,168,300.824,0,1200,157.182,121063,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,18375,6,366,366,0,61,1198,0,93605.4,544.218,2041.67,5012.02,16102,2,3675,6272.19,13,18350,6116.67,7117.69,16102,23,0,0,188,136,217.687,0,1198,172,129766,1,1,3,8,0,0.666667,32120,249,1,20,0,0,0,0,0,PortScan
80,15058,6,329,329,0,54.8333,1204,0,112166,664.099,1673.11,3787.04,12105,2,3011.6,4679,12,15043,5014.33,5150.99,12105,23,0,0,188,136,265.64,0,1204,168.9,129692,1,1,3,8,0,0.666667,32120,249,1,20,0,0,0,0,0,PortScan
80,19282,6,353,353,0,58.8333,1208,0,89046.8,570.48,1928.2,5687.9,18991,2,3856.4,7577.23,15,19069,4767.25,8212.09,18991,21,0,0,200,168,259.309,0,1208,156.091,121836,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,11373,6,323,323,0,53.8333,1198,0,147454,967.203,1137.3,3343.41,11167,2,2274.6,4458.47,12,11245,2811.25,4824.2,11167,21,0,0,200,168,439.638,0,1198,152.455,118928,1,1,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,13113,6,348,348,0,58,1198,0,129795,838.862,1311.3,3249.39,10868,2,2622.6,4216.18,14,10948,2737,4694.44,10868,25,0,0,200,168,381.301,0,1198,154.727,119754,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,11660,6,366,366,0,61,1196,0,147341,943.396,1166,3397.3,11357,2,2332,4521.37,13,11503,2875.75,4896.73,11357,25,0,0,200,168,428.816,0,1196,156.182,120035,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,13691,6,322,322,0,53.6667,1202,0,122708,730.407,1521.22,4208.9,13425,2,2738.2,5354.19,14,13515,4505,6307.41,13425,26,0,0,200,136,292.163,0,1202,168,129058,0,1,3,9,0,0.666667,32120,249,1,32,0,0,0,0,0,PortScan
80,19332,6,366,366,0,61,1198,0,88971.7,569.005,1933.2,5131.99,17223,2,3866.4,6734.82,13,17299,4324.75,7446.81,17223,21,0,0,200,168,258.639,0,1198,156.364,120414,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,14557,6,353,353,0,58.8333,1208,0,117950,755.65,1455.7,3741.21,12619,2,2911.4,4884.86,15,13319,3329.75,5369.19,12619,25,0,0,200,168,343.477,0,1208,156.091,121836,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,14485,6,323,323,0,53.8333,1198,0,115775,759.406,1448.5,3489.81,11770,2,2897,4508.44,15,12540,3135,4993.45,11770,24,0,0,200,168,345.185,0,1198,152.455,118928,1,1,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,12907,6,319,319,0,53.1667,1196,0,129465,852.251,1290.7,3126.76,10424,3,2581.4,4039.84,14,10501,2625.25,4502.61,10424,21,0,0,200,168,387.387,0,1196,151.909,118425,1,1,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,13965,6,375,375,0,62.5,1210,0,124669,787.683,1396.5,3957.31,13256,1,2793,5249.01,14,13342,3335.5,5727.61,13256,24,0,0,200,168,358.038,0,1210,158.273,123046,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,28468,6,366,366,0,61,1196,0,60348.5,386.399,2846.8,7220.4,24178,2,5693.6,9392.85,11,24244,6061,10459.9,24178,22,0,0,200,168,175.636,0,1196,156.182,120035,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,18439,6,321,321,0,53.5,1204,0,91165.5,596.562,1843.9,5056.28,16962,2,3687.8,6670.19,12,17039,4259.75,7333.65,16962,22,0,0,200,168,271.164,0,1204,152.818,120010,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,19999,6,373,373,0,62.1667,1212,0,87054.4,550.028,1999.9,4501.12,14813,2,3999.8,5714.32,13,15191,3797.75,6360.96,14813,19,0,0,200,168,250.012,0,1212,158.273,123351,1,1,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,18675,6,319,319,0,53.1667,1196,0,89477.9,589.023,1867.5,5285.43,17704,1,3735,7002.66,11,17776,4444,7655.67,17704,20,0,0,200,168,267.738,0,1196,151.909,118425,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,899,6,355,355,0,59.1667,1204,0,1.90768e+06,12235.8,89.9,169.966,548,5,179.8,219.004,15,631,157.75,225.366,548,21,0,0,200,168,5561.74,0,1204,155.909,121145,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,27391,6,322,322,0,53.6667,1202,0,61334,401.592,2739.1,6376.28,21029,2,5478.2,8157.95,13,21111,5277.75,9093.99,21029,24,0,0,200,168,182.542,0,1202,152.727,119658,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,1191,6,321,321,0,53.5,1204,0,1.41142e+06,9235.94,119.1,252.38,837,2,238.2,326.231,11,909,227.25,352.048,837,20,0,0,200,168,4198.15,0,1204,152.818,120010,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,1563,6,344,344,0,57.3333,1200,0,1.08765e+06,7037.75,156.3,427.481,1438,1,312.6,571.635,10,1505,376.25,613.008,1438,20,0,0,200,168,3198.98,0,1200,154.545,119995,1,1,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,2102,6,373,373,0,62.1667,1212,0,828259,5233.11,210.2,407.272,1161,2,420.4,508.185,11,1232,308,492.491,1161,20,0,0,200,168,2378.69,0,1212,158.273,123351,2,0,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,1946,6,355,355,0,59.1667,1204,0,881295,5652.62,194.6,543.94,1826,2,389.2,729.157,10,1895,473.75,780.734,1826,19,0,0,200,168,2569.37,0,1204,155.909,121145,1,1,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,2189,6,304,304,0,50.6667,1202,0,759251,5025.13,218.9,613.217,2058,2,437.8,820.419,11,2128,532,881.041,2058,20,0,0,200,168,2284.15,0,1202,151.091,119131,1,1,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,2844,6,290,290,0,48.3333,1196,0,577356,3867.79,284.4,810.347,2715,1,568.8,1081.86,10,2783,695.75,1165.82,2715,20,0,0,200,168,1758.09,0,1196,149.273,117613,1,1,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,10684,6,375,375,0,62.5,1210,0,162954,1029.58,1068.4,3157.92,10542,2,2136.8,4210.68,14,10612,2653,4554.72,10542,20,0,0,200,168,467.99,0,1210,158.273,123046,1,1,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,2829,6,344,344,0,57.3333,1200,0,600919,3888.3,282.9,801.872,2688,2,565.8,1071.89,13,2761,690.25,1153.41,2688,19,0,0,200,168,1767.41,0,1200,154.545,119995,1,1,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
80,4358,6,360,360,0,60,1212,0,396512,2524.09,435.8,1192.54,4006,1,871.6,1579.58,10,4088,1022,1722.83,4006,20,0,0,200,168,1147.32,0,1212,157.091,122857,1,1,3,10,0,0.833333,32120,249,1,32,0,0,0,0,0,PortScan
